student_id,attempt_id,topic,question_difficulty,prior_attempts_count,historical_accuracy,consecutive_errors,days_since_last_review,response_time_sec,handwritten_score,is_correct,needs_remediation
STU_0004,ATT_0004_024,Trees & Graph Traversal,3.0,5,0.2,4,5,144.36,0.3452,0,1
STU_0004,ATT_0004_025,Regularization & Dropout,4.0,4,0.5,0,4,151.98,0.9521,1,0
STU_0004,ATT_0004_026,Backpropagation & Gradients,4.0,2,0.5,1,18,167.38,0.4744,0,1
STU_0004,ATT_0004_027,Loss Functions & Optimization,3.0,1,0.0,1,21,152.75,0.65,0,1
STU_0004,ATT_0004_028,Loss Functions & Optimization,4.0,2,0.0,2,0,166.87,0.5533,0,1
STU_0004,ATT_0004_029,Convolutional Neural Networks,4.0,3,0.3333,0,9,130.46,0.9126,1,0
STU_0004,ATT_0004_030,Matrix Calculus & Linear Algebra,5.0,2,1.0,0,24,200.99,0.1812,0,1
STU_0005,ATT_0005_001,Activation Functions,3.0,0,0.5,0,1,85.22,0.8642,1,0
STU_0005,ATT_0005_002,Convolutional Neural Networks,3.0,0,0.5,0,1,81.21,0.9852,1,0
STU_0005,ATT_0005_003,Backpropagation & Gradients,3.0,0,0.5,0,2,114.13,0.8961,1,0
STU_0005,ATT_0005_004,Activation Functions,2.0,1,1.0,0,3,98.59,0.9839,1,0
STU_0005,ATT_0005_005,Regularization & Dropout,2.0,0,0.5,0,6,92.33,0.9245,1,1
STU_0005,ATT_0005_006,Neural Network Architecture,3.0,0,0.5,0,6,126.67,0.1491,0,1
STU_0005,ATT_0005_007,Neural Network Architecture,2.0,1,0.0,1,2,100.04,1.0,1,0
STU_0005,ATT_0005_008,Neural Network Architecture,1.0,2,0.5,0,1,69.49,0.8087,1,0
STU_0005,ATT_0005_009,Activation Functions,3.0,2,1.0,0,6,111.31,0.6722,1,0
STU_0005,ATT_0005_010,Activation Functions,2.0,3,1.0,0,1,57.59,0.7392,1,0
STU_0005,ATT_0005_011,Backpropagation & Gradients,3.0,1,1.0,0,10,118.55,0.9285,1,1
STU_0005,ATT_0005_012,Trees & Graph Traversal,1.0,0,0.5,0,12,72.16,0.9522,1,1
STU_0005,ATT_0005_013,Trees & Graph Traversal,1.0,1,1.0,0,0,44.48,0.93,1,0
STU_0005,ATT_0005_014,Trees & Graph Traversal,1.0,2,1.0,0,2,47.88,0.9511,1,0
STU_0005,ATT_0005_015,Loss Functions & Optimization,5.0,0,0.5,0,16,191.22,0.096,0,1
STU_0005,ATT_0005_016,Asymptotic Complexity (Big-O),3.0,0,0.5,0,17,125.44,0.3995,0,1
STU_0005,ATT_0005_017,Backpropagation & Gradients,5.0,2,1.0,0,6,173.73,0.5008,0,0
STU_0005,ATT_0005_018,Asymptotic Complexity (Big-O),1.0,1,0.0,1,3,68.67,0.9985,1,0
STU_0005,ATT_0005_019,Backpropagation & Gradients,4.0,3,0.6667,1,2,118.41,0.8966,1,0
STU_0005,ATT_0005_020,Asymptotic Complexity (Big-O),4.0,2,0.5,0,2,112.2,0.65,0,0
STU_0005,ATT_0005_021,Dynamic Programming,1.0,0,0.5,0,24,106.97,0.3528,0,1
STU_0005,ATT_0005_022,Backpropagation & Gradients,2.0,4,0.75,0,4,98.63,0.717,1,0
STU_0005,ATT_0005_023,Convolutional Neural Networks,3.0,1,1.0,0,23,144.38,0.3884,0,1
STU_0005,ATT_0005_024,Dynamic Programming,3.0,1,0.0,1,0,120.02,0.8477,1,0
STU_0005,ATT_0005_025,Matrix Calculus & Linear Algebra,3.0,0,0.5,0,25,166.55,0.3721,0,1
STU_0005,ATT_0005_026,Convolutional Neural Networks,4.0,2,0.5,1,1,93.39,0.903,1,0
STU_0005,ATT_0005_027,Regularization & Dropout,3.0,1,1.0,0,21,148.98,0.3643,0,1
STU_0005,ATT_0005_028,Matrix Calculus & Linear Algebra,1.0,1,0.0,1,2,83.36,0.8224,1,0
STU_0005,ATT_0005_029,Backpropagation & Gradients,3.0,5,0.8,0,4,110.98,0.7532,1,0
STU_0005,ATT_0005_030,Dynamic Programming,4.0,2,0.5,0,4,111.45,0.2305,0,0
STU_0006,ATT_0006_001,Trees & Graph Traversal,4.0,0,0.5,0,1,150.54,0.4534,0,0
STU_0006,ATT_0006_002,Trees & Graph Traversal,2.0,1,0.0,1,1,69.8,0.3413,0,1
STU_0006,ATT_0006_003,Matrix Calculus & Linear Algebra,1.0,0,0.5,0,2,99.0,0.9008,1,1
STU_0006,ATT_0006_004,Regularization & Dropout,5.0,0,0.5,0,2,174.09,0.318,0,1
STU_0006,ATT_0006_005,Backpropagation & Gradients,4.0,0,0.5,0,4,133.78,0.2505,0,0
STU_0006,ATT_0006_006,Neural Network Architecture,3.0,0,0.5,0,6,136.88,0.0482,0,1
STU_0006,ATT_0006_007,Convolutional Neural Networks,3.0,0,0.5,0,8,108.13,0.1574,0,1
STU_0006,ATT_0006_008,Loss Functions & Optimization,4.0,0,0.5,0,8,186.93,0.1272,0,1
STU_0006,ATT_0006_009,Backpropagation & Gradients,1.0,1,0.0,1,5,79.06,0.5098,0,1
STU_0006,ATT_0006_010,Asymptotic Complexity (Big-O),1.0,0,0.5,0,11,91.24,0.8245,1,1
STU_0006,ATT_0006_011,Dynamic Programming,4.0,0,0.5,0,13,135.73,0.0862,0,1
STU_0006,ATT_0006_012,Neural Network Architecture,1.0,1,0.0,1,8,63.91,0.7881,1,1
STU_0006,ATT_0006_013,Convolutional Neural Networks,1.0,1,0.0,1,7,62.47,0.1689,0,1
STU_0006,ATT_0006_014,Matrix Calculus & Linear Algebra,4.0,1,1.0,0,15,181.35,0.1201,0,1
STU_0006,ATT_0006_015,Trees & Graph Traversal,3.0,2,0.0,2,17,121.77,0.4074,0,1
STU_0006,ATT_0006_016,Trees & Graph Traversal,5.0,3,0.0,3,2,165.87,0.5932,0,1
STU_0006,ATT_0006_017,Backpropagation & Gradients,2.0,2,0.0,2,13,116.16,0.4262,0,1
STU_0006,ATT_0006_018,Neural Network Architecture,3.0,2,0.5,0,10,136.82,1.0,1,1
STU_0006,ATT_0006_019,Backpropagation & Gradients,3.0,3,0.0,3,4,145.74,0.2501,0,1
STU_0006,ATT_0006_020,Dynamic Programming,4.0,1,0.0,1,13,158.14,0.5189,0,1
STU_0006,ATT_0006_021,Dynamic Programming,1.0,2,0.0,2,2,86.2,0.8599,1,1
STU_0006,ATT_0006_022,Trees & Graph Traversal,2.0,4,0.0,4,8,103.61,0.2554,0,1
STU_0006,ATT_0006_023,Convolutional Neural Networks,5.0,2,0.0,2,14,205.43,0.3554,0,1
STU_0006,ATT_0006_024,Trees & Graph Traversal,3.0,5,0.0,5,1,114.86,0.2961,0,1
STU_0006,ATT_0006_025,Dynamic Programming,2.0,3,0.3333,0,2,100.3,0.817,1,0
STU_0006,ATT_0006_026,Matrix Calculus & Linear Algebra,3.0,2,0.5,1,13,137.92,0.4458,0,1
STU_0006,ATT_0006_027,Loss Functions & Optimization,3.0,1,0.0,1,23,142.31,0.4793,0,1
STU_0006,ATT_0006_028,Neural Network Architecture,3.0,3,0.6667,0,7,114.96,0.7918,1,0
STU_0006,ATT_0006_029,Activation Functions,1.0,0,0.5,0,31,118.06,0.8564,1,1
STU_0006,ATT_0006_030,Convolutional Neural Networks,1.0,3,0.0,3,4,89.96,0.9209,1,1
STU_0007,ATT_0007_001,Activation Functions,2.0,0,0.5,0,1,89.47,0.8687,1,0
STU_0007,ATT_0007_002,Activation Functions,3.0,1,1.0,0,0,61.27,0.9449,1,0
STU_0007,ATT_0007_003,Loss Functions & Optimization,3.0,0,0.5,0,2,135.27,0.945,1,0
STU_0007,ATT_0007_004,Loss Functions & Optimization,2.0,1,1.0,0,0,92.25,0.8754,1,0
STU_0007,ATT_0007_005,Backpropagation & Gradients,2.0,0,0.5,0,3,102.31,0.7548,1,0
STU_0007,ATT_0007_006,Trees & Graph Traversal,2.0,0,0.5,0,5,127.23,1.0,1,1
STU_0007,ATT_0007_007,Activation Functions,4.0,2,1.0,0,6,77.49,0.8638,1,0
STU_0007,ATT_0007_008,Asymptotic Complexity (Big-O),1.0,0,0.5,0,8,53.42,0.7442,1,0
STU_0007,ATT_0007_009,Regularization & Dropout,3.0,0,0.5,0,8,111.19,0.8165,1,0
STU_0007,ATT_0007_010,Neural Network Architecture,1.0,0,0.5,0,8,102.52,0.8348,1,1
STU_0007,ATT_0007_011,Regularization & Dropout,2.0,1,1.0,0,2,44.1,0.9172,1,0
STU_0007,ATT_0007_012,Regularization & Dropout,4.0,2,1.0,0,2,116.03,0.8963,1,0
STU_0007,ATT_0007_013,Regularization & Dropout,3.0,3,1.0,0,2,76.36,0.8579,1,0
STU_0007,ATT_0007_014,Backpropagation & Gradients,3.0,1,1.0,0,11,131.09,0.1422,0,1
STU_0007,ATT_0007_015,Asymptotic Complexity (Big-O),2.0,1,1.0,0,7,70.99,0.9152,1,0
STU_0007,ATT_0007_016,Activation Functions,4.0,3,1.0,0,8,122.02,0.5714,0,0
STU_0007,ATT_0007_017,Backpropagation & Gradients,5.0,2,0.5,1,1,168.31,0.5398,0,0
STU_0007,ATT_0007_018,Asymptotic Complexity (Big-O),3.0,2,1.0,0,2,94.09,1.0,1,0
STU_0007,ATT_0007_019,Activation Functions,1.0,4,0.75,1,4,66.82,1.0,1,0
STU_0007,ATT_0007_020,Dynamic Programming,4.0,0,0.5,0,21,161.05,0.4284,0,1
STU_0007,ATT_0007_021,Activation Functions,2.0,5,0.8,0,4,66.22,0.7489,1,0
STU_0007,ATT_0007_022,Activation Functions,1.0,6,0.8333,0,0,67.18,0.8388,1,0
STU_0007,ATT_0007_023,Neural Network Architecture,4.0,1,1.0,0,17,143.25,0.3362,0,1
STU_0007,ATT_0007_024,Loss Functions & Optimization,4.0,2,1.0,0,23,176.92,0.65,0,1
STU_0007,ATT_0007_025,Dynamic Programming,3.0,1,0.0,1,6,128.02,0.5118,0,1
STU_0007,ATT_0007_026,Loss Functions & Optimization,3.0,3,0.6667,1,3,114.55,0.96,1,0
STU_0007,ATT_0007_027,Backpropagation & Gradients,3.0,3,0.3333,2,15,137.78,0.4102,0,1
STU_0007,ATT_0007_028,Asymptotic Complexity (Big-O),3.0,3,1.0,0,14,108.06,0.619,1,0
STU_0007,ATT_0007_029,Dynamic Programming,2.0,2,0.0,2,5,105.47,0.4658,0,1
STU_0007,ATT_0007_030,Loss Functions & Optimization,3.0,4,0.75,0,4,71.74,0.9174,1,0
STU_0008,ATT_0008_001,Dynamic Programming,3.0,0,0.5,0,1,105.36,0.7408,1,0
STU_0008,ATT_0008_002,Loss Functions & Optimization,2.0,0,0.5,0,2,83.32,1.0,1,1
STU_0008,ATT_0008_003,Neural Network Architecture,4.0,0,0.5,0,2,135.1,0.3258,0,0
STU_0008,ATT_0008_004,Loss Functions & Optimization,2.0,1,1.0,0,2,105.88,0.2469,0,1
STU_0008,ATT_0008_005,Neural Network Architecture,1.0,1,0.0,1,2,77.99,0.8719,1,0
STU_0008,ATT_0008_006,Activation Functions,1.0,0,0.5,0,4,96.74,0.4179,0,1
STU_0008,ATT_0008_007,Trees & Graph Traversal,3.0,0,0.5,0,6,167.73,0.866,1,1
STU_0008,ATT_0008_008,Loss Functions & Optimization,4.0,2,0.5,1,3,157.1,0.192,0,1
STU_0008,ATT_0008_009,Asymptotic Complexity (Big-O),3.0,0,0.5,0,7,165.74,0.8636,1,1
STU_0008,ATT_0008_010,Neural Network Architecture,4.0,2,0.5,0,4,122.9,0.4047,0,0
STU_0008,ATT_0008_011,Matrix Calculus & Linear Algebra,4.0,0,0.5,0,8,154.53,0.3601,0,1
STU_0008,ATT_0008_012,Loss Functions & Optimization,3.0,3,0.3333,2,2,133.33,0.7657,1,1
STU_0008,ATT_0008_013,Dynamic Programming,1.0,1,1.0,0,8,90.29,0.8548,1,0
STU_0008,ATT_0008_014,Dynamic Programming,1.0,2,1.0,0,0,75.03,0.9494,1,0
STU_0008,ATT_0008_015,Regularization & Dropout,5.0,0,0.5,0,11,180.23,0.4629,0,1
STU_0008,ATT_0008_016,Trees & Graph Traversal,2.0,1,1.0,0,5,90.13,0.5247,0,1
STU_0008,ATT_0008_017,Asymptotic Complexity (Big-O),3.0,1,1.0,0,5,158.66,0.0265,0,1
STU_0008,ATT_0008_018,Activation Functions,2.0,1,0.0,1,8,123.13,0.245,0,1
STU_0008,ATT_0008_019,Backpropagation & Gradients,3.0,0,0.5,0,13,143.21,0.3013,0,1
STU_0008,ATT_0008_020,Convolutional Neural Networks,4.0,0,0.5,0,14,135.99,0.3756,0,1
STU_0008,ATT_0008_021,Asymptotic Complexity (Big-O),4.0,2,0.5,1,4,163.73,0.4088,0,1
STU_0008,ATT_0008_022,Loss Functions & Optimization,5.0,4,0.5,0,9,165.69,0.3079,0,1
STU_0008,ATT_0008_023,Loss Functions & Optimization,3.0,5,0.4,1,0,115.64,0.4654,0,1
STU_0008,ATT_0008_024,Loss Functions & Optimization,4.0,6,0.3333,2,1,139.83,0.34,0,1
STU_0008,ATT_0008_025,Asymptotic Complexity (Big-O),3.0,3,0.3333,2,4,144.07,0.1499,0,1
STU_0008,ATT_0008_026,Matrix Calculus & Linear Algebra,2.0,1,0.0,1,12,116.0,0.9596,1,1
STU_0008,ATT_0008_027,Neural Network Architecture,2.0,3,0.3333,1,13,88.25,0.8868,1,1
STU_0008,ATT_0008_028,Regularization & Dropout,3.0,1,0.0,1,11,158.37,0.4133,0,1
STU_0008,ATT_0008_029,Dynamic Programming,4.0,3,1.0,0,14,138.19,0.9551,1,1
STU_0008,ATT_0008_030,Loss Functions & Optimization,2.0,7,0.2857,3,4,96.51,0.5372,0,1
STU_0009,ATT_0009_001,Matrix Calculus & Linear Algebra,2.0,0,0.5,0,1,105.28,0.45,0,1
STU_0009,ATT_0009_002,Activation Functions,3.0,0,0.5,0,2,110.34,0.5064,0,1
STU_0009,ATT_0009_003,Regularization & Dropout,3.0,0,0.5,0,3,95.59,0.7699,1,0
STU_0009,ATT_0009_004,Asymptotic Complexity (Big-O),1.0,0,0.5,0,3,92.03,0.3851,0,1
STU_0009,ATT_0009_005,Trees & Graph Traversal,3.0,0,0.5,0,4,116.24,0.1741,0,1
STU_0009,ATT_0009_006,Backpropagation & Gradients,5.0,0,0.5,0,5,177.39,0.6009,0,1
STU_0009,ATT_0009_007,Loss Functions & Optimization,1.0,0,0.5,0,6,93.76,0.7809,1,1
STU_0009,ATT_0009_008,Dynamic Programming,4.0,0,0.5,0,7,180.26,0.6464,1,1
STU_0009,ATT_0009_009,Activation Functions,2.0,1,0.0,1,7,108.28,0.3609,0,1
STU_0009,ATT_0009_010,Convolutional Neural Networks,1.0,0,0.5,0,9,106.99,0.9225,1,1
STU_0009,ATT_0009_011,Regularization & Dropout,2.0,1,1.0,0,6,95.77,0.8509,1,0
STU_0009,ATT_0009_012,Backpropagation & Gradients,2.0,1,0.0,1,4,114.75,0.886,1,1
STU_0009,ATT_0009_013,Loss Functions & Optimization,2.0,1,1.0,0,5,81.52,0.4048,0,1
STU_0009,ATT_0009_014,Loss Functions & Optimization,2.0,2,0.5,1,0,117.27,0.3623,0,1
STU_0009,ATT_0009_015,Trees & Graph Traversal,3.0,1,0.0,1,9,142.19,0.2958,0,1
STU_0009,ATT_0009_016,Dynamic Programming,2.0,1,1.0,0,7,113.14,0.8366,1,1
STU_0009,ATT_0009_017,Loss Functions & Optimization,3.0,3,0.3333,2,4,114.65,0.2417,0,1
STU_0009,ATT_0009_018,Loss Functions & Optimization,3.0,4,0.25,3,0,152.22,0.9087,1,1
STU_0009,ATT_0009_019,Dynamic Programming,3.0,2,1.0,0,2,133.74,0.9751,1,1
